,ZIP,Total_Pop,No_School,No_School_Pct,8th_Grade,8th_Grade_Pct,Some_HS,Some_HS_Pct,HS_or_GED,HS_GED_Pct,Some_College,Some_Coll_Pct,Assoc_Deg,Assoc_Deg_Pct,Bach_Deg,Bach_Deg_Pct,Mast_Deg,Mast_Deg_Pct,Prof_Deg,Prof_Deg_Pct,Doct_Deg,Doct_Deg_Pct
45,60606,2861,0,0.0,0,0.0,21,0.7340090877315625,51,1.7825934987766516,81,2.8311779098217404,43,1.502970989164628,1402,49.003844809507164,707,24.7116392869626,336,11.744145403705,220,7.6896190143306535
46,60827,17443,252,1.4447056125666455,110,0.6306254658029009,556,3.187525081694663,5657,32.43134781860918,5821,33.37155305853351,1250,7.166198475032965,1535,8.800091727340481,727,4.167861033079172,68,0.38984119704179326,26,0.14905692828068567
47,60630,41564,792,1.9054951400250215,888,2.1364642479068423,710,1.708209027042633,11084,26.66730824752189,7375,17.743720527379462,3090,7.434318159946107,9847,23.69117505533635,4302,10.350303146954094,878,2.1124049658358195,280,0.673659897988644
48,60642,16347,306,1.8719031014865113,26,0.1590505903223833,109,0.6667890132746069,1047,6.4048449256744355,1993,12.191839481250383,506,3.09536918088946,7389,45.200954303541934,3008,18.40092983422035,1032,6.313084969719214,219,1.3396953569462287
49,60659,26969,1227,4.549668137491194,365,1.353405762171382,710,2.632652304497757,6280,23.28599503133227,4302,15.951648188661055,1819,6.744781044903407,6148,22.796544180355223,2734,10.137565352812489,590,2.1876969854277135,235,0.8713708331788349
50,60707,29881,522,1.746929486964961,645,2.158562297111877,1028,3.440313242528697,8229,27.539238981292456,6596,22.07422777015495,2493,8.343094273953348,5228,17.496067735350223,2054,6.873933268632242,481,1.6097185502493223,158,0.5287640975870955
51,60634,53463,1203,2.2501543123281524,888,1.6609617866561923,1008,1.8854160821502721,17287,32.334511718384675,11702,21.888034715597705,4381,8.194452237996371,8997,16.828460804668648,3597,6.728017507435048,408,0.763144604679872,391,0.7313469128182107
52,60613,38273,240,0.6270739163378883,127,0.33182661406213254,172,0.4494029733754866,2998,7.833198338254121,3911,10.218692028322838,1550,4.049852376348862,17375,45.397538734878374,7712,20.149975178324144,2224,5.810884958064432,1193,3.1170799257962534
53,60610,31637,99,0.3129247400195973,170,0.537345513164965,478,1.5108891487814902,2252,7.1182476214558905,3357,10.610993457028163,1079,3.4105635806176315,13387,42.3143787337611,6288,19.87546227518412,2943,9.302399089673484,1116,3.5275152511300063
54,60654,16304,7,0.042934249263984293,17,0.10426889106967614,9,0.05520117762512267,639,3.9192836113837095,1238,7.593228655544651,316,1.9381746810598626,7701,47.2338076545633,3734,22.90235525024534,2085,12.788272816486751,399,2.447252208047105
55,60632,54486,2381,4.369929890247036,1900,3.48713430973094,3198,5.8693976434313395,20482,37.59130785889953,7279,13.359395073963952,2724,4.999449399845831,4322,7.932312887714275,999,1.8334985133795838,149,0.27346474323679476,125,0.22941673090335132
56,60623,50229,2134,4.248541679109677,1882,3.746839475203568,4191,8.343785462581376,14030,27.93207111429652,8299,16.522327738955582,2405,4.7880706364849,3650,7.266718429592467,954,1.8993012005017023,177,0.3523860717911963,162,0.3225228453682136
57,60629,67343,2328,3.456929450722421,2099,3.116879259908231,3450,5.123026892178846,26605,39.50670448301977,11892,17.65885095704082,3475,5.1601502754555035,4702,6.982165926673893,1289,1.9140816417445021,79,0.11730989115424023,113,0.16779769241049552
58,60620,47028,328,0.6974568342264182,799,1.6989878370332567,1766,3.7552096623288254,14421,30.664710385302374,14228,30.25431657735817,4067,8.648039465850133,4987,10.604320830143745,2217,4.71421280939015,290,0.616653908309943,162,0.3444756315386578
59,60637,27943,292,1.0449844325949253,314,1.1237161364205706,1301,4.655906667143828,6017,21.533120996313926,7154,25.602118598575675,1630,5.833303510718248,3923,14.03929427763662,2897,10.367533908313352,803,2.8737071896360447,1735,6.209068460795191
60,60619,43190,358,0.8288955776800185,427,0.9886547811993517,1315,3.0446862699699007,12064,27.932391757351237,12851,29.754572817781895,3418,7.913868951146099,5900,13.660569576290808,3211,7.434591340588099,428,0.9909701319749942,292,0.6760824264876129
